class_code,generation,group_number,group_master,on_offline,group_leave,leave_point,avg_point_m1,avg_point_m2,avg_point_m1m2,delta_m2_m1,avg_point_all,months_observed,group_size,age_sd,age_range,job_domain_cnt,major_cnt,has_leader
6,8,4,False,오프라인,False,해당없음,1.0,2.0,1.5,1.0,0.75,4.0,6,1.516575089,4.0,1,3,True
6,9,6,False,오프라인,True,중간 휴회기간 이후,1.8,1.8,1.8,0.0,4.0,4.0,5,1.140175425,3.0,1,4,True
2,10,11,False,오프라인,False,해당없음,1.2,1.2,1.2,0.0,0.825,4.0,5,4.711687596,12.0,2,4,True
16,11,3,False,온라인,False,해당없음,-1.0,-0.6,-0.8,0.4,-0.7333333333,3.0,3,4.582575695,9.0,2,3,True
3,10,7,False,온라인,False,해당없음,1.2,1.2,1.2,0.0,0.775,4.0,4,2.943920289,7.0,1,4,True
7,10,4,False,온라인,False,해당없음,1.6,1.8,1.7,0.2,1.575,4.0,4,2.943920289,7.0,1,4,True
3,10,6,True,온라인,False,해당없음,-0.5,-0.5,-0.5,0.0,-0.5,4.0,5,1.516575089,4.0,1,4,True
4,9,1,False,오프라인,False,해당없음,1.2,-0.1,0.55,-1.3,0.1,4.0,6,1.673320053,4.0,1,4,True
1,10,4,False,온라인,False,해당없음,1.1,1.0,1.05,-0.1,0.625,4.0,4,2.217355783,5.0,1,4,True
4,8,6,False,오프라인,False,해당없음,1.0,2.2,1.6,1.2,1.05,4.0,5,0.8366600265,2.0,1,2,True
6,10,1,False,오프라인,False,해당없음,1.8,2.9,2.35,1.1,1.5,4.0,5,1.303840481,3.0,1,5,True
4,8,12,False,온라인,False,해당없음,0.975,1.75,1.3625,0.775,0.93875,4.0,4,1.5,3.0,1,2,True
7,10,6,False,오프라인,False,해당없음,-0.5,1.0,0.25,1.5,0.3,4.0,4,1.5,3.0,1,4,True
5,8,7,False,온라인,True,중간 휴회기간 이후,1.0,2.6,1.8,1.6,1.76,4.0,6,1.861898673,5.0,1,4,True
7,8,7,True,온라인,False,해당없음,1.0,0.0,0.5,-1.0,0.25,4.0,3,1.154700538,2.0,1,1,True
8,10,7,False,온라인,False,해당없음,1.2,1.2,1.2,0.0,1.133333333,3.0,5,3.847076812,10.0,1,5,True
7,10,7,False,온라인,False,해당없음,1.0,1.0,1.0,0.0,0.6,4.0,3,1.527525232,3.0,1,3,True
4,11,2,True,오프라인,False,해당없음,4.6,4.0,4.3,-0.6,3.7,3.0,4,1.732050808,4.0,1,4,True
8,8,8,False,오프라인,False,해당없음,1.0,2.9,1.95,1.9,1.1,4.0,6,1.169045194,3.0,1,5,True
6,11,2,False,오프라인,False,해당없음,3.4,4.8,4.1,1.4,2.533333333,3.0,6,1.861898673,5.0,2,6,True
3,10,3,False,온라인,False,해당없음,1.0,1.6,1.3,0.6,0.775,4.0,4,1.414213562,3.0,1,4,True
8,8,9,True,온라인,False,해당없음,1.33,1.7,1.515,0.37,1.3275,4.0,6,1.169045194,3.0,1,4,True
6,8,3,False,온라인,False,해당없음,1.0,1.75,1.375,0.75,1.279,4.0,6,1.095445115,2.0,1,4,True
11,9,1,True,오프라인,False,해당없음,1.2,1.0,1.1,-0.2,0.3,4.0,4,1.290994449,3.0,1,4,True
3,10,9,False,온라인,False,해당없음,1.6,1.4,1.5,-0.2,1.4,4.0,5,0.5477225575,1.0,1,5,True
7,8,6,True,온라인,False,해당없음,1.0,1.7,1.35,0.7,1.2,4.0,5,2.167948339,5.0,1,3,True
7,9,1,False,오프라인,False,해당없음,1.0,1.0,1.0,0.0,0.25,4.0,4,2.581988897,6.0,1,2,True
2,8,5,False,온라인,False,해당없음,1.0,1.5,1.25,0.5,1.175,4.0,5,1.095445115,3.0,1,3,True
4,10,4,False,오프라인,False,해당없음,1.2,1.0,1.1,-0.2,0.3,4.0,5,1.788854382,4.0,2,5,False
11,10,4,False,오프라인,False,해당없음,1.4,0.8,1.1,-0.6,0.5666666667,3.0,4,2.62995564,5.0,1,4,True
4,9,12,True,오프라인,False,해당없음,0.9,-0.2,0.35,-1.1,-0.075,4.0,4,0.5773502692,1.0,1,4,True
3,10,1,False,오프라인,False,해당없음,1.2,1.0,1.1,-0.2,0.3,4.0,5,1.140175425,3.0,1,5,True
6,10,7,False,온라인,False,해당없음,1.0,-0.5,0.25,-1.5,-0.125,4.0,4,1.892969449,4.0,1,3,True
13,11,1,False,오프라인,False,해당없음,3.2,4.4,3.8,1.2,3.266666667,3.0,4,1.914854216,4.0,3,3,True
1,10,5,False,오프라인,False,해당없음,1.1,2.2,1.65,1.1,0.575,4.0,6,4.366539438,12.0,1,6,True
8,9,8,False,오프라인,False,해당없음,2.6,1.6,2.1,-1.0,0.8,4.0,6,2.160246899,6.0,2,2,True
8,11,1,False,오프라인,False,해당없음,3.4,4.0,3.7,0.6,3.133333333,3.0,5,2.121320344,5.0,1,5,True
8,8,5,False,온라인,False,해당없음,0.32,2.24,1.28,1.92,0.64,4.0,5,1.483239697,4.0,1,2,True
2,10,14,False,온라인,False,해당없음,1.4,1.7,1.55,0.3,0.525,4.0,4,0.5773502692,1.0,1,3,True
2,9,10,True,오프라인,False,해당없음,1.3,1.4,1.35,0.1,0.425,4.0,3,1.154700538,2.0,1,2,True
6,11,7,False,온라인,False,해당없음,3.4,-0.6,1.4,-4.0,0.7333333333,3.0,5,1.788854382,4.0,1,5,True
6,8,6,False,오프라인,True,중간 휴회기간 이후,1.0,1.875,1.4375,0.875,0.71875,4.0,6,2.50998008,6.0,1,2,True
7,10,5,True,온라인,False,해당없음,1.2,2.2,1.7,1.0,1.625,4.0,4,0.9574271078,2.0,1,3,True
5,9,1,False,오프라인,False,해당없음,1.8,2.8,2.3,1.0,1.8,4.0,5,2.061552813,4.0,1,3,True
5,10,2,False,온라인,False,해당없음,1.0,-0.5,0.25,-1.5,-0.125,4.0,5,1.673320053,4.0,1,5,True
2,8,4,False,오프라인,False,해당없음,1.0,2.4,1.7,1.4,1.4,4.0,4,1.414213562,3.0,1,4,True
2,9,7,False,오프라인,False,해당없음,1.4,1.4,1.4,0.0,1.675,4.0,4,1.914854216,4.0,1,2,True
1,8,5,False,온라인,False,해당없음,0.93,1.92,1.425,0.99,1.0125,4.0,6,1.632993162,5.0,1,3,True
1,8,5,False,오프라인,False,해당없음,0.93,1.92,1.425,0.99,1.0125,4.0,6,1.632993162,5.0,1,3,True
8,9,6,True,오프라인,False,해당없음,1.2,1.4,1.3,0.2,0.7,4.0,3,0.0,0.0,1,2,True
4,8,5,True,오프라인,False,해당없음,0.83,3.2,2.015,2.37,1.519,4.0,6,1.505545305,4.0,1,3,True
10,10,3,False,오프라인,False,해당없음,1.0,1.8,1.4,0.8,1.4,3.0,4,1.154700538,2.0,1,4,True
4,8,6,False,오프라인,False,해당없음,1.0,2.2,1.6,1.2,1.05,4.0,5,0.8366600265,2.0,1,2,True
4,8,10,False,온라인,False,해당없음,0.8,1.33,1.065,0.53,0.8575,4.0,5,0.8366600265,2.0,1,4,True
7,10,8,False,온라인,False,해당없음,1.0,1.0,1.0,0.0,0.25,4.0,4,0.5,1.0,1,4,True
1,8,10,False,오프라인,False,해당없음,1.2,0.6,0.9,-0.6,0.45,4.0,3,2.081665999,4.0,1,1,True
6,11,2,False,오프라인,False,해당없음,3.4,4.8,4.1,1.4,2.533333333,3.0,6,1.861898673,5.0,2,6,True
8,8,1,True,오프라인,False,해당없음,0.9,2.03,1.465,1.13,1.0325,4.0,6,1.414213562,4.0,1,4,True
1,8,1,False,오프라인,False,해당없음,1.56,1.96,1.76,0.4,2.075,4.0,5,1.095445115,2.0,1,3,True
11,11,4,False,온라인,False,해당없음,3.6,4.8,4.2,1.2,3.466666667,3.0,5,3.1144823,8.0,1,5,True
2,9,4,False,오프라인,False,해당없음,2.0,1.0,1.5,-1.0,1.1,4.0,3,0.5773502692,1.0,2,3,True
7,10,3,False,오프라인,False,해당없음,1.2,1.0,1.1,-0.2,1.025,4.0,5,2.387467277,6.0,1,4,True
2,11,9,False,온라인,True,중간 휴회기간 이전,-1.1,0.0,-0.55,1.1,-0.3666666667,3.0,3,2.081665999,4.0,1,3,False
4,9,11,False,오프라인,False,해당없음,1.0,3.1,2.05,2.1,0.9,4.0,4,1.527525232,3.0,1,2,True
4,9,8,False,온라인,False,해당없음,2.6,1.6,2.1,-1.0,1.65,4.0,5,2.0,5.0,2,2,True
8,9,5,False,오프라인,True,중간 휴회기간 이후,1.4,-1.0,0.2,-2.4,-0.15,4.0,3,2.516611478,5.0,1,2,True
3,11,1,False,오프라인,False,해당없음,4.6,14.0,9.3,9.4,6.0,3.0,4,2.516611478,6.0,2,3,True
2,10,1,False,온라인,False,해당없음,1.0,1.2,1.1,0.2,0.3,4.0,6,1.966384161,5.0,2,5,True
8,8,4,False,온라인,False,해당없음,1.416,1.83,1.623,0.414,1.3655,4.0,6,1.966384161,4.0,1,4,True
4,10,1,False,온라인,False,해당없음,1.0,1.2,1.1,0.2,0.3,4.0,5,1.673320053,4.0,1,3,True
9,10,7,True,온오프라인,False,해당없음,1.4,1.8,1.6,0.4,1.533333333,3.0,4,2.0,4.0,2,4,True
8,9,5,True,오프라인,True,중간 휴회기간 이후,1.4,-1.0,0.2,-2.4,-0.15,4.0,3,2.516611478,5.0,1,2,True
4,11,5,False,오프라인,False,해당없음,4.6,6.4,5.5,1.8,3.466666667,3.0,5,2.167948339,5.0,1,5,True
2,9,4,True,오프라인,True,기말 휴회기간 이후,2.0,1.0,1.5,-1.0,1.1,4.0,3,0.5773502692,1.0,2,3,True
6,8,12,False,해당없음,True,중간 휴회기간 이전,0.8,0.0,0.4,-0.8,0.2,4.0,5,1.258305739,3.0,1,3,False
4,9,8,False,온라인,True,기말 휴회기간 이후,2.6,1.6,2.1,-1.0,1.65,4.0,5,2.0,5.0,2,2,True
6,11,2,True,오프라인,False,해당없음,3.4,4.8,4.1,1.4,2.533333333,3.0,6,1.861898673,5.0,2,6,True
11,9,4,True,오프라인,False,해당없음,1.2,1.2,1.2,0.0,1.225,4.0,4,0.8164965809,2.0,1,3,True
2,9,3,True,오프라인,False,해당없음,1.6,2.2,1.9,0.6,1.125,4.0,4,1.707825128,4.0,1,3,True
11,9,4,False,오프라인,False,해당없음,1.2,1.2,1.2,0.0,1.225,4.0,4,0.8164965809,2.0,1,3,True
9,10,5,False,온라인,False,해당없음,1.4,1.8,1.6,0.4,2.266666667,3.0,5,1.816590212,4.0,2,5,True
13,11,3,False,온라인,False,해당없음,3.4,4.0,3.7,0.6,2.266666667,3.0,4,2.217355783,5.0,1,4,True
7,10,6,False,오프라인,True,중간 휴회기간 이전,-0.5,1.0,0.25,1.5,0.3,4.0,4,1.5,3.0,1,4,True
4,8,18,False,온라인,True,기말 휴회기간 이후,1.17,1.6,1.385,0.43,0.8175,4.0,6,0.8164965809,2.0,1,5,True
4,9,17,False,오프라인,True,중간 휴회기간 이후,1.0,1.1,1.05,0.1,0.275,4.0,4,2.380476143,5.0,1,3,True
9,10,1,False,오프라인,False,해당없음,1.2,3.2,2.2,2.0,2.533333333,3.0,4,0.5773502692,1.0,1,4,True
